Year	Author	Temperature	Pressure
1972.0	Lee	115.76	72869.538896
1972.0	Lee	115.76	72864.605982
1972.0	Lee	115.76	72858.339848
1972.0	Lee	115.76	72852.873646
1972.0	Lee	115.76	72839.67476800001
1972.0	Lee	115.76	72832.60870200001
1972.0	Lee	115.76	72823.27616200001
1972.0	Lee	115.76	72815.010198
1972.0	Lee	115.75	72799.678168
1972.0	Lee	115.75	72788.345798
1972.0	Lee	115.75	72785.546036
1972.0	Lee	115.75	72764.61448199999
1972.0	Lee	115.74	72739.68326800001
1972.0	Lee	115.74	72725.55113600001
1972.0	Lee	115.74	72717.951782
1972.0	Lee	115.74	72715.018698
1972.0	Lee	115.74	72687.02107799999
1972.0	Lee	115.74	72675.82203
1972.0	Lee	115.73	72646.624512
1972.0	Lee	115.73	72637.425294
1972.0	Lee	115.73	72633.55895600001
1972.0	Lee	115.73	72621.82662
1972.0	Lee	115.72	72568.097854
1972.0	Lee	115.72	72557.032128
1972.0	Lee	115.72	72548.099554
1972.0	Lee	115.72	72526.36806800001
1972.0	Lee	115.71	72513.035868
1972.0	Lee	115.71	72471.30608200001
1972.0	Lee	115.71	72467.1731
1972.0	Lee	115.7	72409.044708
1972.0	Lee	115.7	72378.78061399999
1972.0	Lee	115.69	72361.18211
1972.0	Lee	115.69	72329.451474
1972.0	Lee	115.68	72273.322912
1972.0	Lee	115.67	72203.595506
1972.0	Lee	115.67	72186.796934
1972.0	Lee	115.67	72155.33294200001
1972.0	Lee	115.66	72099.737668
1972.0	Lee	115.65	72021.34433200001
1972.0	Lee	115.63	71877.623216
1972.0	Lee	115.62	71824.42773800001
1972.0	Lee	115.61	71747.90091
1972.0	Lee	115.6	71705.371192
1972.0	Lee	115.6	71608.712742
1972.0	Lee	115.6	71662.441508
1972.0	Lee	115.6	71650.042562
1972.0	Lee	115.59	71624.844704
1972.0	Lee	115.58	71568.58282
1972.0	Lee	115.58	71568.049532
1972.0	Lee	115.57	71464.59165999999
1972.0	Lee	115.39	70169.36843
1972.0	Lee	115.38	70131.105016
1972.0	Lee	115.37	70026.04728
1972.0	Lee	115.36	69984.05085
1972.0	Lee	115.28	69381.968698
1972.0	Lee	115.21	68856.280052
1972.0	Lee	115.09	68067.147134
1972.0	Lee	115.07	67882.629486
1972.0	Lee	114.21	62151.516672
1972.0	Lee	114.21	62140.584268
1972.0	Lee	113.79	62140.584268
1972.0	Lee	113.74	59240.030836000005
1972.0	Lee	113.23	56135.761388
1972.0	Lee	113.23	56121.8959
1972.0	Lee	113.23	56116.829664
1972.0	Lee	112.64	52712.185750000004
1972.0	Lee	112.5	51995.713321999996
1972.0	Lee	112.22	50462.91028800001
1972.0	Lee	111.63	47341.442302
1972.0	Lee	111.63	47341.442302
1972.0	Lee	111.46	46503.246887999994
1972.0	Lee	110.91	43812.27564
1972.0	Lee	110.91	43802.143167999995
1972.0	Lee	110.83	43433.64116
1972.0	Lee	110.59	42319.469206
1972.0	Lee	110.53	42027.09406
1972.0	Lee	109.64	38075.829946000005
1972.0	Lee	109.31	36732.344152000005
1972.0	Lee	109.18	36186.123918
1972.0	Lee	108.93	35195.941424000004
1972.0	Lee	108.87	34929.164101999995
1972.0	Lee	108.56	33758.596942000004
1972.0	Lee	108.22	32459.90734
1972.0	Lee	108.19	32335.91788
1972.0	Lee	108.18	32300.454228000002
1972.0	Lee	107.8	30952.568808
1972.0	Lee	106.84	27692.445942000002
1972.0	Lee	106.72	27303.01238
1972.0	Lee	106.38	26236.703024000002
1972.0	Lee	106.04	25196.258136
1972.0	Lee	105.95	24939.213320000003
1972.0	Lee	105.95	24931.080678
1972.0	Lee	105.95	24921.748138
1972.0	Lee	105.4	23328.550238000003
1972.0	Lee	105.31	23095.636704
1972.0	Lee	105.31	23085.237588
1972.0	Lee	104.76	21614.82925
1972.0	Lee	104.4	20692.107688
1972.0	Lee	104.29	20397.199424
1972.0	Lee	103.95	19575.802582
1972.0	Lee	103.64	18821.466706
1972.0	Lee	103.58	18690.144536
1972.0	Lee	103.47	18446.698564
1972.0	Lee	103.06	17512.911276000003
1972.0	Lee	102.73	16804.038202
1972.0	Lee	102.73	16795.772238
1972.0	Lee	102.4	16111.030446
1972.0	Lee	102.39	16099.698076
1972.0	Lee	102.33	15970.509058
1972.0	Lee	101.86	15035.921838
1972.0	Lee	101.66	14669.286338
1972.0	Lee	101.57	14496.634348
1972.0	Lee	101.3	13985.344478
1972.0	Lee	101.11	13645.5067
1972.0	Lee	100.95	13368.330262
1972.0	Lee	100.93	13338.8661
1972.0	Lee	100.85	13186.21241
1972.0	Lee	100.43	12489.60496
1972.0	Lee	100.39	12418.810978
1972.0	Lee	99.91	11658.475612
1972.0	Lee	99.9	11640.743786000001
1972.0	Lee	99.71	11346.235488
1972.0	Lee	99.07	10404.182236
1972.0	Lee	98.89	10149.937182
1972.0	Lee	98.69	9877.293692
1972.0	Lee	98.37	9449.996682
1972.0	Lee	98.32	9386.002122
1972.0	Lee	98.32	9384.135614
1972.0	Lee	98.14	9153.355232000002
1972.0	Lee	98.11	9115.358462
1972.0	Lee	97.68	8583.403682
1972.0	Lee	97.67	8576.470937999999
1972.0	Lee	97.65	8559.405722
1972.0	Lee	97.45	8321.29263
1972.0	Lee	97.44	8310.093582000001
1972.0	Lee	97.17	7984.521258000001
1972.0	Lee	97.16	7987.720985999999
1972.0	Lee	97.16	7986.9210539999995
1972.0	Lee	96.81	7993.987120000001
1972.0	Lee	96.8	7580.6889200000005
1972.0	Lee	96.76	7539.759066
1972.0	Lee	96.55	7317.644614
1972.0	Lee	96.48	7248.05053
1972.0	Lee	96.48	7244.184192
1972.0	Lee	96.48	7242.317684000001
1972.0	Lee	96.22	6976.606938
1972.0	Lee	95.62	6399.589322
1972.0	Lee	95.62	6397.989458
1972.0	Lee	95.61	6389.45685
1972.0	Lee	95.3	6104.281092
1972.0	Lee	95.04	5872.167490000001
1972.0	Lee	95.03	5867.367898
1972.0	Lee	94.47	5400.340932
1972.0	Lee	94.4	5342.879150000001
1978.0	Chen 	115.727	72681.82152
1978.0	Chen 	115.631	71992.54678
1978.0	Chen 	115.532	71285.94018
1978.0	Chen 	115.376	70175.36792
1978.0	Chen 	115.273	69464.76166
1978.0	Chen 	115.142	68562.17172
1978.0	Chen 	114.822	66381.0238
1978.0	Chen 	114.475	64099.88438
1978.0	Chen 	114.139	61936.06832
1978.0	Chen 	113.782	59718.923460000005
1978.0	Chen 	113.482	57905.74426
1978.0	Chen 	113.157	55987.24068
1978.0	Chen 	112.832	54128.732
1978.0	Chen 	112.522	52396.87922
1978.0	Chen 	112.193	50615.6973
1978.0	Chen 	111.745	48258.564340000004
1978.0	Chen 	111.421	46617.370520000004
1978.0	Chen 	111.099	45029.5055
1978.0	Chen 	110.731	43272.32154
1978.0	Chen 	110.381	41652.459240000004
1978.0	Chen 	110.037	40116.589799999994
1978.0	Chen 	109.695	38628.71628
1978.0	Chen 	109.365	37238.16782
1978.0	Chen 	109.033	35880.94986
1978.0	Chen 	108.691	34533.064439999995
1978.0	Chen 	108.574	34087.76896
1978.0	Chen 	108.356	33250.5068
1978.0	Chen 	108.337	33173.18004
1978.0	Chen 	108.007	31954.616960000003
1978.0	Chen 	107.661	30712.055920000003
1978.0	Chen 	107.339	29597.484
1978.0	Chen 	107.006	28477.5792
1978.0	Chen 	106.661	27356.34118
1978.0	Chen 	106.325	26295.09806
1978.0	Chen 	105.993	25281.85086
1978.0	Chen 	105.659	24299.26772
1978.0	Chen 	105.328	23355.347960000003
1978.0	Chen 	104.999	22446.091920000003
1978.0	Chen 	104.679	21594.16434
1978.0	Chen 	104.38	20820.89674
1978.0	Chen 	103.719	19193.03512
1981.0	Staveley	115.76	72999.12788
1968.0	Larher	91.04	3214.39342
1968.0	Larher	89.6	2535.78444
1968.0	Larher	88.03	1938.50188
1968.0	Larher	85.88	1318.5545800000002
1968.0	Larher	84.03	933.254
1968.0	Larher	85.93	1326.5538999999999
1968.0	Larher	84.6	1038.57838
1968.0	Larher	77.08	216.64825000000002
1968.0	Larher	76.71	199.183068
1968.0	Larher	75.93	165.31928
1968.0	Larher	74.61	120.65641000000001
1968.0	Larher	74.29	111.857158
1968.0	Larher	72.76	76.260184
1968.0	Larher	72.21	65.99439
1968.0	Larher	79.18	343.837438
1968.0	Larher	78.3	282.909284
1968.0	Larher	77.97	263.57759400000003
1968.0	Larher	76.43	186.384156
			
			
1956.0	Freeman	87.2	1670.3705683085134
1956.0	Freeman	88.0	1919.7213003331647
1956.0	Freeman	89.0	2276.3669388722597
1956.0	Freeman	90.0	2689.068219148682
1956.0	Freeman	91.0	3164.980588766717
1956.0	Freeman	92.0	3711.9474561565476
1956.0	Freeman	93.0	4338.541494731099
1956.0	Freeman	94.0	5054.106314702529
1956.0	Freeman	95.0	5868.798361843755
1956.0	Freeman	96.0	6793.6289005634935
1956.0	Freeman	97.0	7840.505937702347
1956.0	Freeman	98.0	9022.275943424076
1956.0	Freeman	99.0	10352.76522643479
1956.0	Freeman	100.0	11846.820822468588
1956.0	Freeman	101.0	13520.35075748558
1956.0	Freeman	102.0	15390.363550281507
1956.0	Freeman	103.0	17475.006823153057
1956.0	Freeman	104.0	19793.604893840304
1956.0	Freeman	105.0	22366.69522711451
1956.0	Freeman	106.0	25216.063630036962
1956.0	Freeman	107.0	28364.778081019052
1956.0	Freeman	108.0	31837.221089303686
1956.0	Freeman	109.0	35659.12048830168
1956.0	Freeman	110.0	39857.57857329801
1956.0	Freeman	111.0	44461.09950133122
1956.0	Freeman	112.0	49499.61487848889
1956.0	Freeman	113.0	55004.50746740596
1956.0	Freeman	114.0	61008.63295534488
1956.0	Freeman	115.0	67546.33973083214
1956.0	Freeman	115.76	72893.86363117286
1951.0	Liang	77.3	232.64689
1959.0	Heastie	115.8	72660.49
1967.0	Leverson	39.602	3.694459277599997e-06
1967.0	Leverson	39.602	2.7333543118000014e-06
1967.0	Leverson	36.667	9.363337381999974e-07
1967.0	Leverson	36.372	7.574289463999975e-07
1967.0	Leverson	36.285	5.540329032000002e-07
1967.0	Leverson	36.285	4.901450007999986e-07
1967.0	Leverson	35.902	4.847054631999975e-07
1967.0	Leverson	35.051	1.5878650199999955e-07
1967.0	Leverson	34.199	1.0744419979999967e-07
1947.0	Stull	73.84999999999997	133.322
1947.0	Stull	81.84999999999997	666.61
1947.0	Stull	85.94999999999999	1333.22
1947.0	Stull	90.24999999999997	2666.44
1947.0	Stull	94.74999999999997	5332.88
1947.0	Stull	97.44999999999999	7999.32
1947.0	Stull	101.34999999999997	13332.2
1947.0	Stull	107.24999999999997	26664.4
1947.0	Stull	114.14999999999998	53328.8
1947.0	Stull	121.14999999999998	101324.72
1931.0	Allen	114.84999999999997	69860.728
1931.0	Allen	115.14999999999998	70660.66
1931.0	Allen	115.74999999999997	71860.558
1931.0	Allen	114.14999999999998	63461.272000000004
1931.0	Allen	115.14999999999998	67060.966
2006.0	Lide	80.0	400.0
2006.0	Lide	90.0	2700.0
2006.0	Lide	95.0	6000.0
2006.0	Lide	100.0	12100.0
2006.0	Lide	105.0	22800.0
2006.0	Lide	110.0	40400.0
2006.0	Lide	115.8	73100.0
